../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Porphyromonas_bennonis/GCA_000375645.1_ASM37564v1_genomic.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Porphyromonas_bennonis/GCA_000375645.1_ASM37564v1_genomic.fna	100	626	632
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Porphyromonas_bennonis/GCA_000375645.1_ASM37564v1_genomic.fna	../../../../STRAINS_cultured_isolate_genomes/VMRC/C0041D3/C0041D3.fa	89.1475	502	632
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Porphyromonas_bennonis/GCA_000375645.1_ASM37564v1_genomic.fna	../../../../STRAINS_WGS_assemblies/MQ_HQ_WGS_assemblies/sequences/SRR6747947_bin_6.fa	88.2866	280	632
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	100	189	190
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/0756_546_1_1_CBA5_S884-bin_1-FINAL.fa	97.3214	56	190
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/VMRC/C0010C1/C0010C1.fa	82.7722	132	190
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/0861_630_1_1_MRSIHK3_S862-bin_1-FINAL.fa	81.8295	64	190
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Finegoldia_magna/SAMN07511404.fna	81.5474	136	190
../../../../STRAINS_cultured_isolate_genomes/refineM/highQualityGenomes/sequences/SMB_06_F01_G08_S831_001-bin_1-FINAL.fa	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Finegoldia_magna/SAMN06769904.fna	81.3224	142	190
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Atopobium_parvulum/SAMN00001907.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Atopobium_parvulum/SAMN00001907.fna	100	514	514
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Atopobium_parvulum/SAMN00001907.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Atopobium_parvulum/SAMN02850943.fna	88.9924	408	514
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Atopobium_parvulum/SAMN00001907.fna	../../../../STRAINS_WGS_assemblies/MQ_HQ_WGS_assemblies/sequences/MG_4004001329_bin_75.fa	79.1163	98	514
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	100	1215	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06240846.fna	82.942	754	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN02745244.fna	80.8063	574	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN05420409.fna	80.5894	482	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMEA2821746.fna	80.4614	509	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN05860611.fna	79.9903	496	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN05428934.fna	79.7717	481	1216
../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN06245885.fna	../../../../STRAINS_cultured_isolate_genomes/publicGenomes/Tessaracoccus_sp/SAMN04488242.fna	79.4793	416	1216
