SGB152-MERGED-SGB210	SRR6748212_bin_6
SGB152-MERGED-SGB210	MG_178903_bin_14
SGB237-MERGED-SGB83	SAMN07511412
SGB237-MERGED-SGB83	SAMN02393780
SGB354-MERGED-SGB731	C0085C4
SGB354-MERGED-SGB731	FB10_bin_6
SGB505-MERGED-SGB625-MERGED-SGB98	C0079H5
SGB505-MERGED-SGB625-MERGED-SGB98	MG_186472_bin_5
SGB505-MERGED-SGB625-MERGED-SGB98	MG_205763_bin_20
SGB213-MERGED-SGB29-MERGED-SGB85	C0051D5
SGB213-MERGED-SGB29-MERGED-SGB85	MG_256903_bin_1
SGB213-MERGED-SGB29-MERGED-SGB85	MG_211592_bin_2
SGB465-MERGED-SGB701	SAMEA17756668
SGB465-MERGED-SGB701	0861_630_1_1_BHK4_S784-bin_1
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	C0104B2
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	n3_bin_5
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_220638_bin_2
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_222476_bin_3
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_220502_bin_11
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_198301_bin_14
SGB127-MERGED-SGB78	SAMN04014465
SGB127-MERGED-SGB78	MG_174708_bin_2
SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589	C0079E3
SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589	0809_588_1_1_BHK4_S821-bin_1
SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589	MG_177947_bin_2
SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589	SRR6747967_bin_3
SGB683-MERGED-SGB710	SMB_06_F01_G08_S831_001-bin_1
SGB683-MERGED-SGB710	0756_546_1_1_CBA5_S884-bin_1
SGB207-MERGED-SGB548	MG_4008501249_bin_19
SGB207-MERGED-SGB548	SAMN02850973
SGB261-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_220502_bin_11
SGB261-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	C0104B2
SGB261-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_220638_bin_2
SGB261-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	MG_198301_bin_14
SGB440-MERGED-SGB8	SAMN08895436
SGB440-MERGED-SGB8	SAMN08895452
SGB110-MERGED-SGB577	0756_546_1_1_MRSI3_S825-bin_1
SGB110-MERGED-SGB577	SAMN03842091
SGB19-MERGED-SGB450-MERGED-SGB685	MG_220638_bin_3
SGB19-MERGED-SGB450-MERGED-SGB685	SAMN03197652
SGB19-MERGED-SGB450-MERGED-SGB685	C0140A4
